KEGG Pathway and Enzyme ID	Gene name
	SLC29A4
	METTL9
	CIAPIN1
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	ZNF23
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	CIAPIN1
	METTL9
	ZNF23
	CIAPIN1
	PTPRZ1
	METTL9
	METTL9
	PTPRZ1
	ZNF23
	CIAPIN1
	METTL9
	PTPRZ1
	METTL9
	CIAPIN1
	PTPRZ1
	METTL9
	ZER1
	PTPRZ1
	DMRTB1
	PTPRZ1
	AC010547.4
	ALS2
	AC010547.4
	METTL9
	CGAS
	CIAPIN1
	ALS2
	ZER1
	PTPRZ1
	ZER1
	CGAS
	ALS2
	ATG9A
	CENPT
	PTPRZ1
	ATG9A
	LIPG
	AMMECR1
	PTPRZ1
	LIPG
	MCCC2
	ATG9A
	SCARA5
	PTPRZ1
	AMMECR1
	SCARA5
	IGSF6
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	IGSF6
	SCARA5
	AMMECR1
	CENPT
	ATG9A
	SCARA5
	ENTPD6
	ATG9A
	CHRM5
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	UPF2
	CHRM5
	TRIM26
	ATG9A
	CHRM5
	ATG9A
	ZNF19
	ATG9A
	NKAP
	UPF2
	ATG9A
	TNRC18
	CENPT
	LIPG
	CENPT
	NKAP
	ATG9A
	TNRC18
	LIPG
	UPF2
	ATG9A
	GPI
	LIPG
	ATG9A
	TNRC18
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	ATG9A
	OR4F5
	ZNF839
	AVEN
	TNRC18
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	LIPG
	TRIM26
	CENPT
	AVEN
	TNRC18
	TRIM26
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	OR4F5
	DDX43
	ZNF839
	TRIM26
	TNRC18
	CENPT
	ATG9A
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	TRIM26
	ENTPD6
	CENPT
	TNRC18
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	ZNF839
	ATG9A
	TNRC18
	TRIM26
	MCCC2
	CENPT
	ADAMTS9
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	TRIM26
	MCCC2
	CENPT
	OOEP
	ENTPD6
	ADAMTS9
	ENTPD6
	ZNF839
	OOEP
	ADAMTS9
	SH3RF2
	ZNF839
	OOEP
	ENTPD6
	ADAMTS9
	ZNF839
	SH3RF2
	ENTPD6
	MTG2
	ZNF839
	CENPT
	PEX2
	ZNF839
	CENPT
	ZNF839
	CENPT
	IDE
	PEX2
	MCCC2
	ZNF839
	ENTPD6
	GABRA2
	MCCC2
	IDE
	ENTPD6
	GABRA2
	ENTPD6
	PEX2
	ZNF19
	SPANXD
	GABRA2
	ENTPD6
	PEX2
	PEX2
	ENTPD6
	GRXCR2
	EIF1AD
	ZNF19
	ENTPD6
	GRXCR2
	MTG2
	ZNF19
	ENTPD6
	MTG2
	GABRA2
	CENPT
	ADAMTS9
	CENPT
	ZNF19
	ZNF19
	IDE
	THAP11
	ZNF19
	FAT1
	COL4A1
	MAGEC3
	EIF1AD
	ZNF19
	GABRA2
	IDE
	C1QTNF3-AMACR
	ZNF19
	GABRA2
	EIF1AD
	IDE
	GABRA2
	ZNF19
	GABRA2
	CINP
	MAGEC3
	FAT1
	ZNF19
	CINP
	MAGEC3
	GABRA2
	MAGEC3
	GABRA2
	FAT1
	EIF1AD
	GABRA2
	AP2B1
	TGM1
	ZNF19
	FAT1
	CINP
	GABRA2
	FAT1
	WRNIP1
	CINP
	GABRA2
	CINP
	ID1
	WRNIP1
	GABRA2
	TGM1
	WRNIP1
	CINP
	ID1
	FAT1
	TGM1
	C1QTNF3
	WRNIP1
	TGM1
	FAT1
	COL4A1
	OR2W1
	WRNIP1
	C1QTNF3
	TGM1
	GABRA2
00062+4.2.1.134	HACD1
	TGM1
	HACD1
	EIF1AD
	TGM1
	TGM1
00062+4.2.1.134	HACD1
	COL4A1
	HRH3
	TGM1
	HACD1
	COL4A1
00860+2.5.1.17	MMAB
	EIF1AD
00860+2.5.1.17	MMAB
	COL4A1
	LLGL2
	HRH3
	COL4A1
	NUTF2
	COL4A1
	TMEM243
	HRH3
	COL4A1
	COL4A1
	DOK4
	C6orf47
	COL4A1
	EIF1AD
	COL4A1
	NUTF2
	MMAB
	AP2B1
	TEKT4
	TNF
	NUTF2
	NUTF2
00565+3.1.1.4	AC100868.1
00591+3.1.1.4	AC100868.1
00564+3.1.1.4	AC100868.1
00592+3.1.1.4	AC100868.1
00590+3.1.1.4	AC100868.1
	MMAB
	EIF1AD
	MMAB
	PRAME
	EIF1AD
	MMAB
	MMAB
	EIF1AD
00565+3.1.1.4	OC90
00591+3.1.1.4	OC90
00564+3.1.1.4	OC90
00592+3.1.1.4	OC90
00590+3.1.1.4	OC90
	TMEM243
00860+2.5.1.17	MMAB
	PRAME
	PRAME
	POLR3A
	PRAME
	PRAME
	POLR3A
	PRAME
	AP2B1
05170+2.7.11.1	OXSR1
04714+2.7.11.1	OXSR1
04151+2.7.11.1	OXSR1
05165+2.7.11.1	OXSR1
05163+2.7.11.1	OXSR1
04150+2.7.11.1	OXSR1
04926+2.7.11.1	OXSR1
	AP2B1
	POLR3A
	PRAME
	PRAME
	XRN1
	PRAME
	AMACR
	HHLA1
	DOK4
	HHLA1
	XRN1
	HHLA1
	XRN1
	DERL1
	PRAME
	DOK4
	XRN1
	TMEM243
	PRAME
05170+2.7.11.1	OXSR1
04714+2.7.11.1	OXSR1
04151+2.7.11.1	OXSR1
05165+2.7.11.1	OXSR1
05163+2.7.11.1	OXSR1
04150+2.7.11.1	OXSR1
04926+2.7.11.1	OXSR1
	DOK4
	AP2B1
	DOK4
	DERL1
	AMACR
	FTO
	FTO
	OXSR1
	DOK4
	DERL1
	MMS22L
	AMACR
	AP2B1
	MMS22L
	DERL1
	AP2B1
	AP2B1
	DERL1
	FTO
	DOK4
	SLC16A14
	AP2B1
	FTO
	DOK4
	SLC16A14
	AP2B1
	FTO
	FTO
	DOK4
	XRN1
	AMACR
	AP2B1
	DOK4
	SLC16A14
04660+2.7.10.2	PTK2
	DOK4
	XRN1
	SLC16A14
	AP2B1
	AMACR
	FTO
04660+2.7.10.2	PTK2
	DOK4
	AMACR
	XRN1
	SLC16A14
	AP2B1
	ABCB6
	DOK4
	FTO
	AMACR
	AP2B1
	MMS22L
	FTO
	ABCB6
00620+4.2.1.2	AMACR
00020+4.2.1.2	AMACR
00720+4.2.1.2	AMACR
	DOK4
	MMS22L
	ABCB6
	FTO
	DOK4
	FTO
	MMS22L
	TBC1D31
	AP2B1
	MAGEC1
	ABCB6
04660+2.7.10.2	PTK2
	DOK4
	MAGEC1
	FTO
	AP2B1
	MVK
	AP2B1
	FTO
04660+2.7.10.2	PTK2
	FTO
	DLK1
	ABCB6
	AP2B1
04660+2.7.10.2	PTK2
	FTO
	BANF1
	CDKN1C
	ABCB6
	TMEM243
	FTO
	MMS22L
	BANF1
	BTBD10
	FTO
	PKIA
	CDKN1C
	BANF1
	FTO
	BTBD10
	PKIA
	GAS2L2
	BTBD10
	CDKN1C
	PKIA
	GAS2L2
	BANF1
	BTBD10
	GAS2L2
	CDKN1C
	BANF1
	CDKN1C
	MAGEC2
	PRRC1
	POLR2C
	RASL10B
	DLK1
	BTBD10
	MS4A6A
	PRRC1
	BTBD10
	BTBD10
	CDH23
	MS4A6A
	HLA-E
	MVK
	MMP28
	CDH23
	PRRC1
	CDH23
	CDH23
	LRP2
	CDH23
	NAT9
	MS4A6A
	CDH23
	FAM210B
	MS4A6A
	LRP2
	CDH23
	MSANTD3
	ZBTB49
	CHCHD1
	LRP2
	FAM210B
	MSANTD3
	DLK1
	CDH23
	POLR2C
	DLK1
	CDH23
	LRP2
	CHCHD1
	MSANTD3
	ZBTB49
	MSANTD3
	FNDC3B
	MVK
	MS4A6A
	ZBTB49
	MS4A6A
	MSANTD3
	ZBTB49
	MSANTD3
	MS4A6A
	ZBTB49
	LLGL2
	MS4A6A
	NOX5
	ZBTB49
	LLGL2
	FAM76A
	MMP28
	MVK
	MMP28
	FAM76A
	LLGL2
	MMP28
	CCNE1
	MS4A6A
	LLGL2
	MS4A6A
	CCNE1
	MMP28
	MSANTD3-TMEFF1
	LLGL2
	MS4A6A
	CCNE1
	LLGL2
	MS4A6A
	MMP28
	LLGL2
	ADCYAP1R1
	BANK1
	FAM76A
	CCNE1
	LLGL2
	MS4A6A
	CRTAP
	ADCYAP1R1
04660+2.7.10.2	PTK2
	CDH23
	LLGL2
	CCNE1
	BANK1
	CDH23
	LLGL2
	ADCYAP1R1
04660+2.7.10.2	PTK2
	IFNAR1
	BANK1
	CRTAP
	ADCYAP1R1
	FAM76A
04660+2.7.10.2	PTK2
	BANK1
	ADCYAP1R1
	FAM76A
	ADCYAP1R1
	PTK2
	RBM25
	ADCYAP1R1
	FAM76A
	NOX5
	CDH23
	RBM25
04660+2.7.10.2	PTK2
	CDH23
	NAT9
	FAM76A
	AIF1
	TMEFF1
	RBM25
	PTK2
	ABHD17A
00565+3.1.4.4	PLD2
00564+3.1.4.4	PLD2
	BANK1
	DNAJC12
	CBWD2
	NAT9
	ABHD17A
00565+3.1.4.4	PLD2
00564+3.1.4.4	PLD2
00900+2.7.1.36	MVK
04660+2.7.10.2	PTK2
	DNAJC12
	UBIAD1
	NAT9
	UBIAD1
	SSTR3
	AIF1
	DNAJC12
04660+2.7.10.2	PTK2
	TBXA2R
	UBIAD1
	NAT9
	SSTR3
	DNAJC12
04660+2.7.10.2	PTK2
	PEF1
	CDH23
	MVK
	TBXA2R
	MVK
	PLD2
	NAT9
	DNAJC12
	ZNF391
	AIF1
	PTK2
	ABHD17A
	NAT9
	IFNAR1
	UBIAD1
00900+2.7.1.36	MVK
	ABHD17A
00900+2.7.1.36	MVK
	NAT9
00565+3.1.4.4	PLD2
00564+3.1.4.4	PLD2
	MVK
	LLGL2
	NAT9
	IGLV2-33
	PLD2
	PTK2
	CDH23
	AIF1
	AIF1
	COQ9
	ZNF391
	PTK2
	IGLV3-32
	NAT9
	COQ9
	RBM25
	CDH23
	IFNAR1
	PTK2
00565+3.1.4.4	PLD2
00564+3.1.4.4	PLD2
	NAT9
	RBM25
	LLGL2
	TBXA2R
	IFNAR1
	RBM25
	AIF1
	PTK2
	IFNAR1
	IFNAR1
	PTK2
	OR2B3
	LLGL2
00565+3.1.4.4	PLD2
00564+3.1.4.4	PLD2
	PTK2
	IFNAR1
00900+2.7.1.36	MVK
	RPP21
00900+2.7.1.36	MVK
	COQ9
	RBM25
	NOX5
	NAT9
	MVK
	MVK
	RBM25
	PTK2
	NELL1
	COQ9
	PTK2
	PTK2
	CCDC83
	COQ9
	NOX5
	COQ9
	NELL1
	CCDC83
	NAT9
	RAB40A
	COQ9
	HCN2
	RAB40A
	COQ9
	NELL1
	NAT9
	CCDC83
04660+2.7.10.2	PTK2
	HCRTR1
	PTK2
	HCRTR1
	PTK2
	NOX5
	HCRTR1
04660+2.7.10.2	PTK2
04150+2.7.11.24	NLK
04660+2.7.10.2	PTK2
	NLK
04660+2.7.10.2	PTK2
	RPP21
	NLK
	NELL1
04660+2.7.10.2	PTK2
	RPP21
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
04660+2.7.10.2	PTK2
	SF3B5
	LTB
04660+2.7.10.2	PTK2
	RPP21
04660+2.7.10.2	PTK2
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
	TRPC5OS
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
04660+2.7.10.2	PTK2
	RPP21
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
	TRPC5OS
04660+2.7.10.2	PTK2
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
	NEK1
	CACNA1F
	SLC22A18AS
	TRPC5OS
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
04660+2.7.10.2	PTK2
	SLC22A18AS
	PTK2
	GGTLC2
	ZNF311
	SLC22A18AS
	PTK2
	PTK2
	COX7B2
	COX7B2
	CACNA1F
	COX7B2
04660+2.7.10.2	PTK2
	CACNA1F
	COX7B2
	NTAN1
	FNDC3B
	CACNA1F
	SCAMP2
	RAC2
	NTAN1
	SCAMP2
	NTAN1
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
	SELENOF
00430+2.3.2.2	GGTLC2
00460+2.3.2.2	GGTLC2
00480+2.3.2.2+3.4.19.13	GGTLC2
	TRPC5
	RAC2
	OR2W1
	SELENOF
	NEK1
	RAC2
	HTN1
	SELENOF
	RAC2
	NEK1
	RPGRIP1L
	FNDC3B
	TRIM39
	RAVER2
	HTN1
	RAC2
	RAVER2
00514+2.4.1.109	TMTC4
00515+2.4.1.109	TMTC4
	RTL4
	FNDC3B
	RPGRIP1L
	NEK1
	TRIM39
	FNDC3B
	RAVER2
	SCAMP2
00020+1.2.4.2	DHTKD1
00380+1.2.4.2	DHTKD1
00310+1.2.4.2	DHTKD1
	RPGRIP1L
	CARTPT
	HTN1
	FNDC3B
	NEK1
00020+1.2.4.2	DHTKD1
00380+1.2.4.2	DHTKD1
00310+1.2.4.2	DHTKD1
	RPGRIP1L
	SELENOF
00514+2.4.1.109	TMTC4
00515+2.4.1.109	TMTC4
	LHFPL1
	SELENOF
	NTAN1
00020+1.2.4.2	DHTKD1
00380+1.2.4.2	DHTKD1
00310+1.2.4.2	DHTKD1
	SELENOF
	STX11
00020+1.2.4.2	DHTKD1
00380+1.2.4.2	DHTKD1
00310+1.2.4.2	DHTKD1
	NTAN1
	RPGRIP1L
	NTAN1
	RPGRIP1L
	ST8SIA5
	NEK1
	SCAMP2
	NEK1
	RPGRIP1L
	SCAMP2
	ST8SIA5
	OR2B3
	NTAN1
	RPGRIP1L
	SCAMP2
	SELENOF
	RPGRIP1L
	SELENOF
	RPGRIP1L
	SCAMP2
	ST8SIA5
00514+2.4.1.109	TMTC4
00515+2.4.1.109	TMTC4
	PRMT6
	OR2J3
	PRMT6
	ST8SIA5
	F11R
	ST8SIA5
	F11R
	STX12
	FGD3
	TMTC4
	TBC1D31
	STX12
	FGD3
	TBC1D31
	NPTX2
	TMTC4
	OR2J2
	TMTC4
	NOX5
	TBC1D31
	FGD3
	ADGRE3
	CBWD2
	TBC1D31
	SLC22A18
	F11R
	ADGRE3
	FGD3
	CBWD2
	SLC22A18
	KCNT1
	FGD3
	GLIS1
	TBC1D31
	SLC22A18
	GLIS1
	SLC22A18
	KCNT1
	SLC22A18
	KCNT1
	CBWD2
	ADGRE3
	PTH
	TBC1D31
	TBC1D31
	DMRT2
	PTH
	CBWD2
	ADGRE3
	TBC1D31
	ADGRE3
	TBC1D31
	DMRT2
00860+1.3.3.3	CPOX
	TBC1D31
	SPESP1
	DMRT2
	TBC1D31
	CPOX
	DMRT2
	DMRT2
	AL591806.4
	AL591806.4
	KCNT1
	DMRT2
	PLAC8L1
	KCNT1
	PLAC8L1
	DMRT2
	TRIM39
	KCNT1
	TSTD1
	KCNT1
	KCNT1
	HEATR6
	IQCJ
	PHB2
	TRIM39
	TRIM39
	KCNT1
	KCNT1
	TRIM39
	HEATR6
	KCNT1
	TRIM39
	TRIM39
	KCNT1
	ZNF706
	TRIM39
	HEATR6
	HEATR6
	ZNF706
	TRIM39
	IQCJ
	HEATR6
	TRIM39
	TSTD1
	ANO5
	TSTD1
	ZNF706
	IQCJ
	SUSD5
	HEATR6
	PPP1R8
	HEATR6
	ZNF706
	SUSD5
	KCNT1
	TSTD1
	HEATR6
	ZNF706
	IL7
	KCNT1
	TSTD1
	HEATR6
	ZNF706
	IL7
	ZNF706
	KCNT1
	IL7
	ZNF706
	HEATR6
	IQCJ-SCHIP1
	ZNF706
	CASC4
	ZNF706
	IL7
	TMEM108
	FCN3
	IL7
	TMEM108
	FCN3
	ZNF706
	TMEM108
	IL7
	TMEM108
	ZNF706
	IL7
	ZNF706
	PPP1R8
	LTK
00514+2.4.1.109	POMT2
00515+2.4.1.109	POMT2
	TMEM108
	CASC4
	IL7
	TMEM108
	PHB2
	PPP1R8
	LTK
	TMEM108
	PPP1R8
	SI
	PHB2
	TMEM108
	SI
	TMEM108
	PHB2
	ZNF729
	AC022137.3
	PHB2
	AC022137.3
	PHB2
	PHB2
	COL16A1
	ZNF813
	LTK
	LTK
	PHB2
	ZNF813
	PHB2
	BFSP2
	ZMYM5
	ZNF676
	ZNF813
	ZC2HC1A
	ZMYM5
	ZNF676
	SLITRK3
	OR2J3
	ZMYM5
	SLITRK3
	ZC2HC1A
	SLITRK3
	PREP
	PREP
	PREP
	IGLV3-27
	ZNF761
	ZNF761
	POMT2
00514+2.4.1.109	POMT2
00515+2.4.1.109	POMT2
	ZNF761
	ZNF761
	POMT2
	IGLV3-25
00514+2.4.1.109	POMT2
00515+2.4.1.109	POMT2
	CASC4
	FHL1
	CASC4
	ZNF418
	ZNF418
	CASC4
	FHL1
	POMT2
	KIR2DS4
	CCT7
	CASC4
	ATL2
	POMT2
	NCAPD2
	ZNF418
	FHL1
	CASC4
	ZNF418
	FHL1
	DCHS1
00514+2.4.1.109	POMT2
00515+2.4.1.109	POMT2
	NCAPD2
	ZNF418
	FHL1
	IQCJ-SCHIP1
	CASC4
	CCT7
	ZNF418
	NCAPD2
	ZNF418
	CDK2
	IQCJ-SCHIP1
	ATL2
	CCT7
	ZNF418
	IQCJ-SCHIP1
	ATL2
	FHL1
	ZNF418
	IQCJ-SCHIP1
	SIRT2
	DCAF5
	FHL1
	TSPAN11
	CCT7
	TMEM101
	IQCJ-SCHIP1
	CACTIN
	TMEM101
	FHL1
	FOXL2
	ATL2
	FHL1
	ATL2
	IQCJ-SCHIP1
	TMEM101
	COL16A1
	FHL1
	POLR2A
	TMEM101
	CCT7
	ATL2
	TMEM101
	FHL1
	IQCJ-SCHIP1
	CCT7
	CACTIN
	FOXL2NB
	FHL1
	IQCJ-SCHIP1
	TMEM101
	CCT7
	POLR2A
	ATL2
	FHL1
	FOXL2NB
	TMEM101
00970+6.1.1.4	LARS
	IQCJ-SCHIP1
	USP9Y
	DCAF5
	ATL2
	IQCJ-SCHIP1
	FHL1
	ATL2
	DCAF5
	KIR2DL4
	IQCJ-SCHIP1
	USP9Y
	FHL1
	CACTIN
	COL16A1
	FHL1
00970+6.1.1.4	LARS
	CPEB2
	IQCJ-SCHIP1
	DCAF5
	CDK2
	KIR2DL4
	COL16A1
	CPEB2
	TSPAN11
	ATL2
	FHL1
	TSPAN11
	KIR2DL4
	POLR2A
	ZNF256
	SIRT2
	FHL1
	KIR2DL4
	URI1
	ATL2
	DCAF5
	CDK2
	FHL1
	ZNF256
	ATL2
	FHL1
	FHL1
	CDK2
	ATL2
	URI1
	DCAF5
	TSPAN11
	CDK2
	URI1
	CACTIN
	DAPK3
	SIRT2
	FHL1
	DCAF5
	URI1
	USP9Y
	SIRT2
	FHL1
	CDK2
	SIRT2
	SCG3
	NCAPD2
	URI1
	FHL1
	SIRT2
	COL16A1
	CACTIN
	FHL1
	SIRT2
	KIR2DL4
	CPEB2
	CACTIN
	DAPK3
	SIRT2
	SIRT2
	DAPK3
	DAPK3
	ZFP90
	SCG3
	SIRT2
	DAPK3
	ZFP90
	SCG3
	SIRT2
	FHL1
	MS4A4A
	DAPK3
	CACTIN
	URI1
	FHL1
	ZFP90
	URI1
	MS4A4A
	CPEB2
00750+2.7.1.35	PDXK
	URI1
	KIR2DL1
	CACTIN
	CPEB2
	FHL1
	SIRT2
	MS4A4A
	URI1
	SIRT2
	URI1
	BMPER
00970+6.1.1.4	LARS
	GU182357.5
	FHL1
	MRPL51
	GU182357.4
	FHL1
00970+6.1.1.4	LARS
	BMPER
05170+2.7.11.1	STK25
04714+2.7.11.1	STK25
04151+2.7.11.1	STK25
05165+2.7.11.1	STK25
05163+2.7.11.1	STK25
04150+2.7.11.1	STK25
04926+2.7.11.1	STK25
	FHL1
	SCHIP1
	BMPER
05170+2.7.11.1	STK25
04714+2.7.11.1	STK25
04151+2.7.11.1	STK25
05165+2.7.11.1	STK25
05163+2.7.11.1	STK25
04150+2.7.11.1	STK25
04926+2.7.11.1	STK25
	MS4A4A
	VSTM2L
	BMPER
05170+2.7.11.1	STK25
04714+2.7.11.1	STK25
04151+2.7.11.1	STK25
05165+2.7.11.1	STK25
05163+2.7.11.1	STK25
04150+2.7.11.1	STK25
04926+2.7.11.1	STK25
	MS4A4A
	VSTM2L
	BMPER
	MS4A4A
	NFKBIB
	VSTM2L
	BMPER
	BMPER
	NUGGC
	SCHIP1
	STK25
	BMPER
	USF1
	TUBGCP3
	BMPER
	MS4A4E
	NFKBIB
	BMPER
	NFKBIB
	USF1
	BMPER
	TUBGCP3
	SCHIP1
	BMPER
	CPEB2
	NUGGC
	BMPER
	NFKBIB
	USF1
	MRPL51
	BMPER
	MS4A4E
	BMPER
	BMPER
	CPEB2
	NFKBIB
	BMPER
	MS4A4E
	KIF11
	NFKBIB
	BMPER
	MRPL51
	USF1
	MS4A4E
	BMPER
	MRPL51
	USF1
	USF1
	BMPER
	BMPER
	STK25
	MRPL51
	MS4A4E
	MRPL51
	MRPL51
	MS4A4E
	SIRT1
	STK25
	USF1
	MUSK
	AC093155.3
	MUSK
	SIRT1
	C1QTNF7
	SIRT1
	PRR27
	STK25
	DISP3
	STK25
	ADGRE2
	SIRT1
	MUSK
	ZFP90
	DISP3
	ZFP90
	MUSK
	PRR27
	DNAJB9
	ZFP90
	HMGXB4
	COX4I2
00750+2.7.1.35	PDXK
	ZFP90
	PRR27
	FAM222A
	ZFP90
	IGLV2-23
	KIR3DL1
	MUSK
	BLM
	FAM222A
	BLM
	GU182357.1
	PRR27
	AJUBA
	HS2ST1
	BLM
	ZFP90
	COL6A1
	ZFP90
	ZFP90
	C1QTNF7
00750+2.7.1.35	PDXK
	ZFP90
	HS2ST1
	ZFP90
	HS2ST1
	ZFP90
	CLC
	ZFP90
	STK25
	ZFP90
	AIFM3
	STK25
	AIFM3
	STK25
	COL6A1
	STK25
	AIFM3
	ADGRE2
	BLM
	HMGXB4
	AJUBA
	STK25
	AJUBA
	ADGRE2
	STK25
	AJUBA
	ADGRE2
	RNF19B
	ZSWIM8
	HMGXB4
	PRRC2A
	AIFM3
	AJUBA
	ADGRE2
	STK25
	ADGRE2
	ADGRE2
	AJUBA
	RNF19B
	AIFM3
	ANP32A
	AJUBA
	ADGRE2
	AIFM3
	ZSWIM8
	ADGRE2
	PRRC2A
	RNF19B
	ZSWIM8
	STK25
	S100P
	AL132780.3
	ZSWIM8
	STK25
	OR1L1
	OR1L1
	AIFM3
	STK25
	OR1L3
	STK25
	HMGXB4
	C1QTNF7
	ANP32A
	MAP1B
	ZSWIM8
	ATAD2
	OR1L4
	ZSWIM8
	AIFM3
	OR1L6
	IGFBP6
	OR1L6
	ZSWIM8
	ZSWIM8
	TTC7B
	PPP1R13B
	ZSWIM8
	HSPA9
	MRFAP1L1
	PPP1R13B
	TTC7B
	TTC7B
	NGDN
	TTC7B
	TTC7B
	C1QTNF7
	ZSWIM8
	HLA-DMA
	TTC7B
	PPP1R13B
	HSPA9
	ZSWIM8
	IGFBP6
	HSPA9
	TTC7B
	IGFBP6
	PPP1R13B
	IGFBP6
	FAM47A
	TTC7B
	MAP1B
	IGFBP6
	NGDN
	AC022400.5
	FAM47A
	TTC7B
	BLOC1S4
	AC022400.5
	HLA-DMA
	LZTR1
	ZNF333
	DES
	C1QTNF7
04660+2.7.10.2	JAK1
	MAP1B
	HLA-DMA
	NGDN
04660+2.7.10.2	JAK1
	MAP1B
	NGDN
04660+2.7.10.2	JAK1
	PDXDC1
	PPP1R13B
	CSDC2
	ACOT4
04660+2.7.10.2	JAK1
	HSPA9
	HLA-DMA
	JAK1
	CSDC2
	PDXDC1
	RIOX1
	HLA-DMA
	ZNF333
	BCHE
	MAP1B
	LMO4
	HSPA9
	NGDN
	ZNF333
	DYNC2LI1
	PNPLA8
	ATP9B
	HSPA9
	BCHE
	CD164L2
	JAK1
	BCHE
	ARHGAP30
	ZNF333
04660+2.7.10.2	JAK1
	PPP1R13B
	LMO4
	CD164L2
	HSPA9
	DYNC2LI1
	HSPA9
04660+2.7.10.2	JAK1
	PPP1R13B
	DYNC2LI1
	BCHE
	ARHGAP30
	ZNF333
04660+2.7.10.2	JAK1
	HSPA9
	BCHE
	PDXDC1
	ANP32A
04660+2.7.10.2	JAK1
	ARHGAP30
	DYNC2LI1
	HSPA9
	PDXK
	DYNC2LI1
	PDXDC1
	JAK1
	ARHGAP30
	LZTR1
	ACOT1
	PDXDC1
04660+2.7.10.2	JAK1
	ARHGAP30
	NDST2
00520+5.4.2.8	PMM1
00051+5.4.2.8	PMM1
	ACOT1
	PPP1R35
	NDST2
	ARHGAP30
	LZTR1
	HLA-DMB
	DYNC2LI1
	LZTR1
00750+2.7.1.35	PDXK
04660+2.7.10.2	JAK1
00230+3.6.1.3	ATAD2
	LZTR1
	DYNC2LI1
04660+2.7.10.2	JAK1
	DYNC2LI1
	PDXDC1
	PNPLA8
04660+2.7.10.2	JAK1
	NDST2
	NDST2
00230+3.6.1.3	ATAD2
	SPANXN4
	NSMF
	PNPLA8
	ATAD2
	ENG
	SPANXN4
	PDXDC1
	ENG
	HLA-DMB
	SENP1
	PNPLA8
	ACOT2
	DRC1
	PET117
	PDXDC1
	PNPLA8
	PDXK
	KAT14
	ZFYVE21
	PNPLA8
	DRC1
	ACOT2
	HLA-DMB
	C8orf86
	DRC1
	ACOT2
	C8orf86
	ZFYVE21
	PMM1
	HLA-DMB
	CEACAM7
	ACOT2
	TMEM104
	ENG
	HLA-DMB
	CEACAM7
	TMEM104
	CEACAM7
	MYO5B
	SPANXN3
	NECTIN4
	OR5C1
	NSMF
	NSMF
	SENP1
	PNPLA8
	TMEM104
	LZTR1
	ZFYVE21
	PNPLA8
	SENP1
	NSMF
	ZFYVE21
	PMEL
	SENP1
	LZTR1
	TMEM104
	ATP5MC2
	ZFYVE21
	OR1K1
	NSMF
	NSMF
	TMEM104
	NSMF
	MYO5B
	ATP5MC2
	SERPINB1
	THAP5
	ATP5MC2
	LZTR1
	SENP1
	FOXD4L1
	ATP5MC2
	FARP2
	MYO5B
	LZTR1
	HDAC9
	THAP5
	PDCL
	HEATR4
	LZTR1
	ATP9B
	FARP2
	ATP5MC2
	HEATR4
	LZTR1
	KAT14
	SSTR1
	PMEL
	KAT14
	ATP5MC2
	THAP5
	KAT14
	ARL15
	KLHDC9
	FARP2
	PDCL
	NDUFAB1
	PDCL
	PMEL
	NDUFAB1
	FARP2
	HHEX
	HEATR4
	NDUFAB1
	KLHDC9
	PMEL
	FARP2
	NDUFAB1
	HEATR4
	ARL15
	PMEL
	HEATR4
	HHEX
